NN17222
1.00000000  0.00000000
0.98188406  0.00688777
0.96376812  0.01439639
0.94565221  0.02244832
0.92753640  0.03096922
0.90942079  0.03988791
0.89130559  0.04913632
0.87319109  0.05864944
0.85507770  0.06836521
0.83696596  0.07822453
0.81885656  0.08817116
0.80075038  0.09815169
0.78264847  0.10811543
0.76455210  0.11801443
0.74646278  0.12780334
0.72838225  0.13743941
0.71031254  0.14688243
0.69225594  0.15609463
0.67421508  0.16504066
0.65619289  0.17368751
0.63819266  0.18200447
0.62021803  0.18996307
0.60227305  0.19753700
0.58436214  0.20470208
0.56649016  0.21143619
0.54866242  0.21771920
0.53088467  0.22353295
0.51316314  0.22886112
0.49550459  0.23368927
0.47791625  0.23800470
0.46040593  0.24179643
0.44298198  0.24505513
0.42565331  0.24777307
0.40842945  0.24994407
0.39132052  0.25156340
0.37433730  0.25262779
0.35749120  0.25313530
0.34079431  0.25308532
0.32425942  0.25247849
0.30790000  0.25131661
0.29173028  0.24960266
0.27576522  0.24734065
0.26002056  0.24453563
0.24451281  0.24119361
0.22925931  0.23732149
0.21427820  0.23292702
0.19958848  0.22801874
0.18521000  0.22260591
0.17116350  0.21669845
0.15747063  0.21030691
0.14415394  0.20344238
0.13123695  0.19611645
0.11874410  0.18834115
0.10670084  0.18012888
0.09513360  0.17149237
0.08406985  0.16244461
0.07353805  0.15299880
0.06356777  0.14316828
0.05418962  0.13296649
0.04543531  0.12240689
0.03733766  0.11150291
0.02993063  0.10026791
0.02324933  0.08871511
0.01733003  0.07685751
0.01221019  0.06470786
0.00792850  0.05227861
0.00452485  0.03958182
0.00204040  0.02662912
0.00051754  0.01343165
0.00000000  0.00000000
0.00000000  0.00000000
0.00051754  -0.00834881
0.00204040  -0.01606763
0.00452485  -0.02318644
0.00792850  -0.02973373
0.01221019  -0.03573662
0.01733003  -0.04122087
0.02324933  -0.04621093
0.02993063  -0.05073004
0.03733766  -0.05480022
0.04543531  -0.05844235
0.05418962  -0.06167625
0.06356777  -0.06452069
0.07353805  -0.06699344
0.08406985  -0.06911137
0.09513360  -0.07089046
0.10670084  -0.07234585
0.11874410  -0.07349195
0.13123695  -0.07434240
0.14415394  -0.07491020
0.15747063  -0.07520773
0.17116350  -0.07524680
0.18521000  -0.07503872
0.19958848  -0.07459434
0.21427820  -0.07392410
0.22925931  -0.07303807
0.24451281  -0.07194604
0.26002056  -0.07065755
0.27576522  -0.06918194
0.29173028  -0.06752839
0.30790000  -0.06570601
0.32425942  -0.06372386
0.34079431  -0.06159101
0.35749120  -0.05931660
0.37433730  -0.05690989
0.39132052  -0.05438029
0.40842945  -0.05173745
0.42565331  -0.04899130
0.44298198  -0.04615207
0.46040593  -0.04323040
0.47791625  -0.04023734
0.49550459  -0.03718443
0.51316314  -0.03408373
0.53088467  -0.03094793
0.54866242  -0.02779031
0.56649016  -0.02462488
0.58436214  -0.02146638
0.60227305  -0.01833034
0.62021803  -0.01523315
0.63819266  -0.01219211
0.65619289  -0.00922546
0.67421508  -0.00635244
0.69225594  -0.00359337
0.71031254  -0.00096967
0.72838225  0.00149607
0.74646278  0.00378006
0.76455210  0.00585722
0.78264847  0.00770116
0.80075038  0.00928412
0.81885656  0.01057691
0.83696596  0.01154886
0.85507770  0.01216778
0.87319109  0.01239989
0.89130559  0.01220978
0.90942079  0.01156033
0.92753640  0.01041272
0.94565221  0.00872631
0.96376812  0.00645863
0.98188406  0.00356530
1.00000000  0.00000000
