NN19564
1.00000000  0.00000000
0.98188406  0.00674621
0.96376812  0.01349742
0.94565221  0.02025722
0.92753640  0.02702698
0.90942079  0.03380586
0.89130559  0.04059103
0.87319109  0.04737772
0.85507770  0.05415935
0.83696596  0.06092765
0.81885656  0.06767278
0.80075038  0.07438344
0.78264847  0.08104697
0.76455210  0.08764950
0.74646278  0.09417602
0.72838225  0.10061054
0.71031254  0.10693617
0.69225594  0.11313526
0.67421508  0.11918949
0.65619289  0.12508002
0.63819266  0.13078757
0.62021803  0.13629255
0.60227305  0.14157518
0.58436214  0.14661560
0.56649016  0.15139398
0.54866242  0.15589065
0.53088467  0.16008619
0.51316314  0.16396157
0.49550459  0.16749826
0.47791625  0.17067832
0.46040593  0.17348457
0.44298198  0.17590064
0.42565331  0.17791112
0.40842945  0.17950169
0.39132052  0.18065920
0.37433730  0.18137179
0.35749120  0.18162905
0.34079431  0.18142208
0.32425942  0.18074361
0.30790000  0.17958817
0.29173028  0.17795214
0.27576522  0.17583389
0.26002056  0.17323391
0.24451281  0.17015490
0.22925931  0.16660191
0.21427820  0.16258244
0.19958848  0.15810654
0.18521000  0.15318696
0.17116350  0.14783925
0.15747063  0.14208184
0.14415394  0.13593624
0.13123695  0.12942705
0.11874410  0.12258217
0.10670084  0.11543284
0.09513360  0.10801381
0.08406985  0.10036343
0.07353805  0.09252375
0.06356777  0.08454067
0.05418962  0.07646404
0.04543531  0.06834777
0.03733766  0.06024994
0.02993063  0.05223293
0.02324933  0.04436353
0.01733003  0.03671305
0.01221019  0.02935744
0.00792850  0.02237741
0.00452485  0.01585854
0.00204040  0.00989137
0.00051754  0.00457157
0.00000000  0.00000000
0.00000000  0.00000000
0.00051754  -0.00380022
0.00204040  -0.00752733
0.00452485  -0.01119215
0.00792850  -0.01480408
0.01221019  -0.01837117
0.01733003  -0.02190017
0.02324933  -0.02539660
0.02993063  -0.02886474
0.03733766  -0.03230775
0.04543531  -0.03572765
0.05418962  -0.03912543
0.06356777  -0.04250107
0.07353805  -0.04585360
0.08406985  -0.04918111
0.09513360  -0.05248086
0.10670084  -0.05574931
0.11874410  -0.05898213
0.13123695  -0.06217429
0.14415394  -0.06532012
0.15747063  -0.06841331
0.17116350  -0.07144699
0.18521000  -0.07441380
0.19958848  -0.07730589
0.21427820  -0.08011501
0.22925931  -0.08283254
0.24451281  -0.08544953
0.26002056  -0.08795679
0.27576522  -0.09034489
0.29173028  -0.09260424
0.30790000  -0.09472514
0.32425942  -0.09669779
0.34079431  -0.09851241
0.35749120  -0.10015921
0.37433730  -0.10162850
0.39132052  -0.10291071
0.40842945  -0.10399646
0.42565331  -0.10487658
0.44298198  -0.10554216
0.46040593  -0.10598466
0.47791625  -0.10619586
0.49550459  -0.10616801
0.51316314  -0.10589380
0.53088467  -0.10536646
0.54866242  -0.10457977
0.56649016  -0.10352815
0.58436214  -0.10220668
0.60227305  -0.10061116
0.62021803  -0.09873815
0.63819266  -0.09658505
0.65619289  -0.09415009
0.67421508  -0.09143245
0.69225594  -0.08843225
0.71031254  -0.08515064
0.72838225  -0.08158982
0.74646278  -0.07775312
0.76455210  -0.07364501
0.78264847  -0.06927120
0.80075038  -0.06463862
0.81885656  -0.05975554
0.83696596  -0.05463159
0.85507770  -0.04927778
0.87319109  -0.04370662
0.89130559  -0.03793209
0.90942079  -0.03196973
0.92753640  -0.02583671
0.94565221  -0.01955184
0.96376812  -0.01313562
0.98188406  -0.00661031
1.00000000  0.00000000
