  
       XFOIL         Version 6.99
  
 Calculated polar for: SD2030-086-88                                   
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.500 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000   0.0958   0.00812   0.00274  -0.0740   0.9267   0.2930
  -1.750   0.1221   0.00735   0.00254  -0.0739   0.9223   0.4667
  -1.500   0.1441   0.00665   0.00243  -0.0728   0.9158   0.6423
  -1.250   0.1658   0.00616   0.00243  -0.0709   0.9097   0.7945
  -1.000   0.1876   0.00602   0.00245  -0.0689   0.9028   0.8629
  -0.750   0.2125   0.00593   0.00238  -0.0677   0.8961   0.8925
  -0.500   0.2354   0.00590   0.00234  -0.0661   0.8881   0.9155
  -0.250   0.2603   0.00585   0.00227  -0.0648   0.8814   0.9364
   0.000   0.2859   0.00583   0.00224  -0.0638   0.8721   0.9526
   0.250   0.3185   0.00582   0.00219  -0.0644   0.8638   0.9659
   0.500   0.3568   0.00582   0.00213  -0.0664   0.8557   0.9750
   0.750   0.3982   0.00582   0.00210  -0.0691   0.8457   0.9814
   1.000   0.4408   0.00582   0.00205  -0.0722   0.8346   0.9865
   1.250   0.4816   0.00581   0.00200  -0.0749   0.8228   0.9914
   1.500   0.5204   0.00581   0.00196  -0.0773   0.8096   0.9961
   1.750   0.5573   0.00582   0.00192  -0.0793   0.7932   1.0000
   2.000   0.5785   0.00585   0.00189  -0.0779   0.7763   1.0000
   2.250   0.5989   0.00589   0.00189  -0.0763   0.7553   1.0000
   2.500   0.6188   0.00597   0.00190  -0.0747   0.7304   1.0000
   2.750   0.6379   0.00610   0.00191  -0.0728   0.6991   1.0000
   3.000   0.6560   0.00629   0.00195  -0.0707   0.6592   1.0000
   3.250   0.6733   0.00657   0.00205  -0.0685   0.6127   1.0000
   3.500   0.6899   0.00694   0.00218  -0.0662   0.5579   1.0000
   3.750   0.7067   0.00739   0.00236  -0.0641   0.4983   1.0000
   4.000   0.7255   0.00785   0.00257  -0.0624   0.4426   1.0000
   4.250   0.7450   0.00834   0.00282  -0.0609   0.3854   1.0000
   4.500   0.7656   0.00882   0.00309  -0.0597   0.3351   1.0000
   4.750   0.7869   0.00930   0.00335  -0.0586   0.2881   1.0000
   5.000   0.8090   0.00974   0.00363  -0.0577   0.2496   1.0000
   5.250   0.8312   0.01020   0.00392  -0.0568   0.2141   1.0000
   5.500   0.8536   0.01066   0.00423  -0.0560   0.1815   1.0000
   5.750   0.8761   0.01111   0.00458  -0.0552   0.1541   1.0000
   6.000   0.8987   0.01156   0.00493  -0.0544   0.1294   1.0000
