  
       XFOIL         Version 6.99
  
 Calculated polar for: B-29 TIP AIRFOIL                                
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.500 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000  -0.1001   0.01023   0.00287  -0.0098   0.6897   0.0286
  -1.750  -0.0744   0.00990   0.00245  -0.0092   0.6814   0.0319
  -1.500  -0.0484   0.00957   0.00215  -0.0086   0.6726   0.0456
  -1.250  -0.0243   0.00904   0.00195  -0.0080   0.6645   0.1349
  -1.000  -0.0025   0.00832   0.00181  -0.0071   0.6566   0.3134
  -0.750   0.0112   0.00708   0.00165  -0.0046   0.6490   0.6228
  -0.500   0.0619   0.00646   0.00199  -0.0085   0.6414   0.9449
  -0.250   0.1192   0.00683   0.00225  -0.0142   0.6323   0.9698
   0.000   0.1673   0.00703   0.00234  -0.0184   0.6243   0.9792
   0.250   0.2301   0.00720   0.00239  -0.0258   0.6159   0.9903
   0.500   0.2944   0.00712   0.00223  -0.0336   0.6073   1.0000
   0.750   0.3187   0.00714   0.00217  -0.0330   0.6007   1.0000
   1.000   0.3432   0.00713   0.00214  -0.0324   0.5933   1.0000
   1.250   0.3676   0.00717   0.00211  -0.0318   0.5869   1.0000
   1.500   0.3924   0.00717   0.00210  -0.0312   0.5798   1.0000
   2.000   0.4419   0.00723   0.00212  -0.0301   0.5670   1.0000
   2.250   0.4666   0.00729   0.00214  -0.0295   0.5608   1.0000
   2.500   0.4916   0.00732   0.00218  -0.0290   0.5541   1.0000
   2.750   0.5165   0.00738   0.00222  -0.0284   0.5480   1.0000
   3.000   0.5415   0.00742   0.00228  -0.0279   0.5409   1.0000
   3.250   0.5662   0.00748   0.00231  -0.0273   0.5314   1.0000
   3.750   0.6157   0.00757   0.00239  -0.0261   0.5066   1.0000
   4.000   0.6404   0.00762   0.00245  -0.0255   0.4933   1.0000
   4.250   0.6653   0.00768   0.00253  -0.0249   0.4814   1.0000
   4.500   0.6900   0.00777   0.00263  -0.0243   0.4671   1.0000
   4.750   0.7145   0.00788   0.00273  -0.0237   0.4510   1.0000
   5.000   0.7387   0.00802   0.00283  -0.0230   0.4257   1.0000
   5.250   0.7624   0.00823   0.00298  -0.0224   0.3931   1.0000
   5.500   0.7845   0.00867   0.00321  -0.0215   0.3367   1.0000
   5.750   0.8030   0.00960   0.00367  -0.0204   0.2361   1.0000
   6.000   0.8191   0.01087   0.00441  -0.0190   0.1317   1.0000
