  
       XFOIL         Version 6.99
  
 Calculated polar for: BE50 (original)                                 
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.500 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000   0.3515   0.00797   0.00196  -0.1101   0.8841   0.0460
  -1.750   0.3786   0.00773   0.00169  -0.1096   0.8625   0.0597
  -1.500   0.4059   0.00732   0.00156  -0.1094   0.8366   0.1767
  -1.250   0.4329   0.00706   0.00149  -0.1092   0.8092   0.2776
  -0.750   0.4871   0.00683   0.00157  -0.1088   0.7595   0.4840
  -0.500   0.5143   0.00678   0.00160  -0.1085   0.7374   0.5540
  -0.250   0.5334   0.00585   0.00160  -0.1063   0.7171   1.0000
   0.000   0.5610   0.00600   0.00160  -0.1061   0.6962   1.0000
   0.250   0.5884   0.00617   0.00163  -0.1059   0.6749   1.0000
   0.500   0.6160   0.00632   0.00166  -0.1057   0.6532   1.0000
   0.750   0.6433   0.00649   0.00170  -0.1055   0.6321   1.0000
   1.000   0.6708   0.00665   0.00176  -0.1054   0.6100   1.0000
   1.250   0.6981   0.00683   0.00182  -0.1052   0.5860   1.0000
   1.500   0.7252   0.00703   0.00189  -0.1050   0.5586   1.0000
   1.750   0.7520   0.00727   0.00200  -0.1048   0.5302   1.0000
   2.000   0.7786   0.00754   0.00212  -0.1045   0.4991   1.0000
   2.250   0.8051   0.00784   0.00225  -0.1043   0.4542   1.0000
   2.500   0.8308   0.00824   0.00242  -0.1040   0.4094   1.0000
   2.750   0.8571   0.00859   0.00263  -0.1038   0.3848   1.0000
   3.000   0.8836   0.00889   0.00284  -0.1036   0.3679   1.0000
   3.250   0.9103   0.00917   0.00306  -0.1035   0.3533   1.0000
   3.500   0.9369   0.00944   0.00329  -0.1033   0.3392   1.0000
   3.750   0.9632   0.00974   0.00351  -0.1031   0.3219   1.0000
   4.000   0.9896   0.01001   0.00373  -0.1030   0.3059   1.0000
   4.250   1.0163   0.01023   0.00395  -0.1028   0.2914   1.0000
   4.500   1.0430   0.01046   0.00415  -0.1027   0.2733   1.0000
   4.750   1.0692   0.01074   0.00436  -0.1025   0.2529   1.0000
   5.000   1.0947   0.01111   0.00461  -0.1022   0.2241   1.0000
   5.250   1.1193   0.01162   0.00497  -0.1019   0.1888   1.0000
   5.500   1.1421   0.01239   0.00548  -0.1013   0.1404   1.0000
   5.750   1.1579   0.01427   0.00666  -0.0998   0.0335   1.0000
   6.000   1.1802   0.01515   0.00744  -0.0990   0.0164   1.0000
