  
       XFOIL         Version 6.99
  
 Calculated polar for: E385  (8.41%)                                   
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.500 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000   0.4861   0.00974   0.00317  -0.1581   0.7266   0.0188
  -1.750   0.5154   0.00941   0.00277  -0.1584   0.7200   0.0202
  -1.500   0.5446   0.00919   0.00247  -0.1586   0.7137   0.0225
  -1.250   0.5738   0.00898   0.00221  -0.1588   0.7074   0.0303
  -1.000   0.6037   0.00856   0.00207  -0.1595   0.7016   0.1318
  -0.750   0.6328   0.00830   0.00207  -0.1600   0.6954   0.2362
  -0.500   0.6623   0.00794   0.00214  -0.1607   0.6901   0.4262
  -0.250   0.6910   0.00743   0.00229  -0.1612   0.6840   0.6734
   0.000   0.7084   0.00699   0.00235  -0.1585   0.6786   0.8944
   0.250   0.7344   0.00695   0.00228  -0.1580   0.6731   1.0000
   0.500   0.7629   0.00704   0.00228  -0.1581   0.6673   1.0000
   0.750   0.7912   0.00717   0.00230  -0.1582   0.6623   1.0000
   1.000   0.8195   0.00724   0.00234  -0.1583   0.6565   1.0000
   1.250   0.8477   0.00735   0.00237  -0.1584   0.6511   1.0000
   1.500   0.8758   0.00746   0.00244  -0.1584   0.6457   1.0000
   1.750   0.9038   0.00755   0.00250  -0.1585   0.6399   1.0000
   2.000   0.9317   0.00769   0.00257  -0.1585   0.6345   1.0000
   2.250   0.9594   0.00776   0.00265  -0.1585   0.6277   1.0000
   2.750   1.0145   0.00798   0.00281  -0.1585   0.6144   1.0000
   3.000   1.0419   0.00812   0.00291  -0.1584   0.6081   1.0000
   3.250   1.0693   0.00819   0.00302  -0.1584   0.6006   1.0000
   3.500   1.0964   0.00834   0.00312  -0.1582   0.5934   1.0000
   3.750   1.1235   0.00842   0.00323  -0.1581   0.5853   1.0000
   4.000   1.1505   0.00855   0.00338  -0.1580   0.5780   1.0000
   4.250   1.1773   0.00867   0.00351  -0.1579   0.5698   1.0000
   4.500   1.2041   0.00879   0.00365  -0.1577   0.5610   1.0000
   4.750   1.2303   0.00893   0.00381  -0.1575   0.5505   1.0000
   5.000   1.2561   0.00907   0.00394  -0.1571   0.5356   1.0000
   5.250   1.2816   0.00923   0.00411  -0.1567   0.5202   1.0000
   5.500   1.3071   0.00943   0.00430  -0.1563   0.5048   1.0000
   5.750   1.3304   0.00973   0.00452  -0.1556   0.4747   1.0000
   6.000   1.3523   0.01018   0.00481  -0.1546   0.4340   1.0000
